Genome	B2_1_23_RUNR Read Count	B2_1_23_RUNR Covered Fraction	B2_1_23_RUNR Length	B120_23_EFNP_TC Read Count	B120_23_EFNP_TC Covered Fraction	B120_23_EFNP_TC Length	EHI02809 Read Count	EHI02809 Covered Fraction	EHI02809 Length	EHI01176 Read Count	EHI01176 Covered Fraction	EHI01176 Length	B362F_22_EFNP_WH Read Count	B362F_22_EFNP_WH Covered Fraction	B362F_22_EFNP_WH Length	B18F_22_EFNP_N1 Read Count	B18F_22_EFNP_N1 Covered Fraction	B18F_22_EFNP_N1 Length	EHI01174 Read Count	EHI01174 Covered Fraction	EHI01174 Length	EHI02816 Read Count	EHI02816 Covered Fraction	EHI02816 Length	B357_23_EFNP_TE Read Count	B357_23_EFNP_TE Covered Fraction	B357_23_EFNP_TE Length	B111F_22_EFNP_N1 Read Count	B111F_22_EFNP_N1 Covered Fraction	B111F_22_EFNP_N1 Length	B31_23_EFNP_N31 Read Count	B31_23_EFNP_N31 Covered Fraction	B31_23_EFNP_N31 Length	B407_23_EFNP_DW Read Count	B407_23_EFNP_DW Covered Fraction	B407_23_EFNP_DW Length	B201_23_EFNP_BB Read Count	B201_23_EFNP_BB Covered Fraction	B201_23_EFNP_BB Length	EHI02800 Read Count	EHI02800 Covered Fraction	EHI02800 Length	B33_23_RUNR Read Count	B33_23_RUNR Covered Fraction	B33_23_RUNR Length	EHI02786 Read Count	EHI02786 Covered Fraction	EHI02786 Length	B462_23_EFNP_CV Read Count	B462_23_EFNP_CV Covered Fraction	B462_23_EFNP_CV Length	B218_23_EFNP_N96 Read Count	B218_23_EFNP_N96 Covered Fraction	B218_23_EFNP_N96 Length	B246F_22_EFNP_N1 Read Count	B246F_22_EFNP_N1 Covered Fraction	B246F_22_EFNP_N1 Length	B184F_22_EFNP_BB Read Count	B184F_22_EFNP_BB Covered Fraction	B184F_22_EFNP_BB Length	B109_23_EFNP_N1 Read Count	B109_23_EFNP_N1 Covered Fraction	B109_23_EFNP_N1 Length	EHI01178 Read Count	EHI01178 Covered Fraction	EHI01178 Length	B163F_22_EFNP_N1 Read Count	B163F_22_EFNP_N1 Covered Fraction	B163F_22_EFNP_N1 Length	EHI02814 Read Count	EHI02814 Covered Fraction	EHI02814 Length	B39_23_RUNR Read Count	B39_23_RUNR Covered Fraction	B39_23_RUNR Length	B382_23_EFNP_CC Read Count	B382_23_EFNP_CC Covered Fraction	B382_23_EFNP_CC Length	B11_23_RUNR Read Count	B11_23_RUNR Covered Fraction	B11_23_RUNR Length	B63_23_RUNR Read Count	B63_23_RUNR Covered Fraction	B63_23_RUNR Length	FS1_1_23_RUNR Read Count	FS1_1_23_RUNR Covered Fraction	FS1_1_23_RUNR Length	B441_23_EFNP_RE Read Count	B441_23_EFNP_RE Covered Fraction	B441_23_EFNP_RE Length	EHI01177 Read Count	EHI01177 Covered Fraction	EHI01177 Length	No_69_road_23_EFNP_N69 Read Count	No_69_road_23_EFNP_N69 Covered Fraction	No_69_road_23_EFNP_N69 Length	B461F_22_EFNP_BB Read Count	B461F_22_EFNP_BB Covered Fraction	B461F_22_EFNP_BB Length	B19_1_23_RUNR Read Count	B19_1_23_RUNR Covered Fraction	B19_1_23_RUNR Length	B19_2_23_RUNR Read Count	B19_2_23_RUNR Covered Fraction	B19_2_23_RUNR Length	B466F_22_EFNP_N1 Read Count	B466F_22_EFNP_N1 Covered Fraction	B466F_22_EFNP_N1 Length	B363_23_EFNP_WH Read Count	B363_23_EFNP_WH Covered Fraction	B363_23_EFNP_WH Length	EHI01179 Read Count	EHI01179 Covered Fraction	EHI01179 Length	EHI02781 Read Count	EHI02781 Covered Fraction	EHI02781 Length	EHI01175 Read Count	EHI01175 Covered Fraction	EHI01175 Length	B6_23_RUNR Read Count	B6_23_RUNR Covered Fraction	B6_23_RUNR Length	FS11F_22_EFNP_N1 Read Count	FS11F_22_EFNP_N1 Covered Fraction	FS11F_22_EFNP_N1 Length	EHI02805 Read Count	EHI02805 Covered Fraction	EHI02805 Length	B361_23_EFNP_N88 Read Count	B361_23_EFNP_N88 Covered Fraction	B361_23_EFNP_N88 Length	B478_23_EFNP_NB Read Count	B478_23_EFNP_NB Covered Fraction	B478_23_EFNP_NB Length	B83F_22_EFNP_WH Read Count	B83F_22_EFNP_WH Covered Fraction	B83F_22_EFNP_WH Length	EHI02790 Read Count	EHI02790 Covered Fraction	EHI02790 Length	B369F_22_EFNP_CV Read Count	B369F_22_EFNP_CV Covered Fraction	B369F_22_EFNP_CV Length	B250F_22_EFNP_CV Read Count	B250F_22_EFNP_CV Covered Fraction	B250F_22_EFNP_CV Length	B29F_22_EFNP_BB Read Count	B29F_22_EFNP_BB Covered Fraction	B29F_22_EFNP_BB Length	B523F_22_EFNP_DW Read Count	B523F_22_EFNP_DW Covered Fraction	B523F_22_EFNP_DW Length	B220_23_EFNP_FF Read Count	B220_23_EFNP_FF Covered Fraction	B220_23_EFNP_FF Length	B458_23_EFNP_N1 Read Count	B458_23_EFNP_N1 Covered Fraction	B458_23_EFNP_N1 Length	EHI01180 Read Count	EHI01180 Covered Fraction	EHI01180 Length	B534F_22_EFNP_CC Read Count	B534F_22_EFNP_CC Covered Fraction	B534F_22_EFNP_CC Length	B328_23_EFNP_CC Read Count	B328_23_EFNP_CC Covered Fraction	B328_23_EFNP_CC Length	EHI01172 Read Count	EHI01172 Covered Fraction	EHI01172 Length
EHA04823_bin.76	9	0.0004414231	1363771	17	0.0005330807	1363771	29	0.0010610286	1363771	3835	0.19173893	1363771	58	0.0012025479	1363771	64	0.0011138234	1363771	1007	0.059710905	1363771	59	0.0016835671	1363771	13	0.00067679986	1363771	24	0.000854249	1363771	24	0.0009686377	1363771	9	0.00058514223	1363771	125	0.0012868729	1363771	47	0.0015831103	1363771	30	0.0006262048	1363771	53	0.0017209634	1363771	19	0.0005213485	1363771	291	0.0017994223	1363771	39	0.0010632284	1363771	28	0.00058514223	1363771	25	0.0012032812	1363771	61655	0.98362774	1363771	88	0.0010316982	1363771	69	0.0016087745	1363771	25	0.0009532392	1363771	20	0.00056754396	1363771	10	0.0005250148	1363771	5	0.0002214448	1363771	6	0.00017744914	1363771	30	0.00084251683	1363771	4098	0.21196593	1363771	12	0.00052868115	1363771	61	0.0011534195	1363771	26	0.0007325277	1363771	0	0	1363771	46	0.000989169	1363771	75	0.0007809229	1363771	6448	0.30474472	1363771	47	0.0011020912	1363771	1040	0.05995728	1363771	30	0.00071566267	1363771	18	0.0006269381	1363771	64	0.0029528418	1363771	60	0.0006628679	1363771	2	0.00009972349	1363771	133	0.0017429612	1363771	43	0.0011270221	1363771	22	0.000550679	1363771	269	0.0028428526	1363771	28	0.0007479261	1363771	92	0.00096203835	1363771	19	0.00036296417	1363771	15	0.00057267677	1363771	2244	0.116719745	1363771	40	0.00090777705	1363771	8	0.00049421785	1363771	385	0.024225475	1363771
EHA04823_bin.79	160	0.0042105713	2157427	13738	0.086234204	2157427	1505	0.04380125	2157427	2387	0.018135028	2157427	977	0.012313742	2157427	658	0.010621912	2157427	1351	0.010623766	2157427	2010	0.051245302	2157427	1217	0.028845936	2157427	638	0.010121316	2157427	870	0.00881374	2157427	705	0.013549473	2157427	2040	0.026146423	2157427	1523	0.04334191	2157427	5784	0.014834337	2157427	2007	0.05272438	2157427	1213	0.023675425	2157427	7270	0.08275182	2157427	1463	0.013759445	2157427	1178	0.019336924	2157427	754	0.014544177	2157427	466522	0.9976597	2157427	779	0.012151975	2157427	2041	0.051456667	2157427	811	0.008633432	2157427	4232	0.049207225	2157427	653	0.007878366	2157427	286	0.006604627	2157427	518	0.008022983	2157427	608	0.010102312	2157427	576	0.00980937	2157427	1036	0.00795531	2157427	1281	0.018230977	2157427	1046	0.013886913	2157427	413	0.0064173667	2157427	635	0.012231236	2157427	641	0.0106844865	2157427	263574	0.9917156	2157427	1238	0.039074324	2157427	2067	0.011911411	2157427	3974	0.02000392	2157427	671	0.011039539	2157427	1382	0.040294293	2157427	786	0.012270172	2157427	58	0.001381275	2157427	631	0.008980605	2157427	1690	0.04715849	2157427	968	0.012883402	2157427	6992	0.044389453	2157427	676	0.010011	2157427	1229	0.013201837	2157427	883	0.015714088	2157427	1173	0.017664561	2157427	39008	0.677806	2157427	1094	0.015970413	2157427	683	0.011121581	2157427	478	0.012010139	2157427
EHA04823_bin.80	3822	0.12932087	2009459	207	0.009074084	2009459	91	0.0030630135	2009459	21542	0.5371874	2009459	7639	0.1583655	2009459	5818	0.1625746	2009459	72771	0.873031	2009459	125	0.0032615743	2009459	5086	0.14846832	2009459	34683	0.33475527	2009459	16051	0.26970693	2009459	18415	0.15922146	2009459	126350	0.43155396	2009459	125	0.0033760332	2009459	56652	0.32893828	2009459	105	0.0028296174	2009459	34238	0.31737697	2009459	250743	0.53129673	2009459	7106	0.17746717	2009459	14163	0.2520589	2009459	40312	0.35804263	2009459	336	0.0055666724	2009459	31328	0.34028262	2009459	100	0.002893316	2009459	62227	0.3688316	2009459	29793	0.31059802	2009459	7706	0.16097069	2009459	12144	0.23517326	2009459	6982	0.09247763	2009459	117542	0.4254593	2009459	93168	0.82491904	2009459	1620	0.0525639	2009459	1953	0.069133036	2009459	32096	0.18603116	2009459	565	0.018867267	2009459	4274	0.11848512	2009459	22309	0.2991626	2009459	1379	0.023474477	2009459	71	0.0024832555	2009459	83198	0.6340697	2009459	50178	0.36315992	2009459	10339	0.21023768	2009459	100	0.0031082993	2009459	25270	0.3057853	2009459	412	0.011381173	2009459	94296	0.39869338	2009459	92	0.0026818165	2009459	67	0.0014531275	2009459	433040	0.61669135	2009459	22321	0.2924862	2009459	44579	0.35300994	2009459	4849	0.08583853	2009459	5552	0.13135923	2009459	14574	0.40694734	2009459	34405	0.3326537	2009459	20395	0.27894324	2009459	124389	0.9260055	2009459
EHA04823_bin.82	10711	0.0764454	2103292	13071	0.06647246	2103292	2497	0.0077540353	2103292	117273	0.9614133	2103292	24774	0.11573143	2103292	70373	0.20055845	2103292	1815	0.016968638	2103292	2962	0.0077992026	2103292	10585	0.07220823	2103292	2194	0.03268971	2103292	33100	0.14714314	2103292	929	0.011345073	2103292	103135	0.21789937	2103292	2089	0.0068521155	2103292	31862	0.09512992	2103292	2241	0.007455931	2103292	1515	0.012724339	2103292	16212	0.07956337	2103292	14170	0.094407246	2103292	79597	0.24221078	2103292	77097	0.25220037	2103292	2264	0.015394914	2103292	80331	0.24042216	2103292	2427	0.007857682	2103292	62084	0.15407656	2103292	4396	0.04545113	2103292	39065	0.1303081	2103292	22356	0.093824826	2103292	19525	0.08439913	2103292	7057	0.0676625	2103292	2412	0.024543906	2103292	4944	0.0331623	2103292	33085	0.11902817	2103292	110728	0.23054336	2103292	3342	0.04760775	2103292	1857	0.03194183	2103292	16173	0.10160168	2103292	403202	0.99793327	2103292	1896	0.007441668	2103292	288714	0.9872728	2103292	234858	0.2799031	2103292	3464	0.041981332	2103292	1735	0.0070922156	2103292	5044	0.058954723	2103292	128	0.0024680358	2103292	13275	0.078242585	2103292	1824	0.006296796	2103292	28874	0.12072266	2103292	415424	0.45902804	2103292	49347	0.16236737	2103292	104156	0.24202488	2103292	27966	0.08118179	2103292	18154	0.11504347	2103292	59006	0.83608174	2103292	27815	0.12751724	2103292	31385	0.11316593	2103292	1853	0.020835908	2103292
EHA04823_bin.83	532	0.0057487944	2253342	999	0.004846135	2253342	521	0.00973088	2253342	880878	0.9785292	2253342	1612	0.013931307	2253342	1972	0.015024794	2253342	65882	0.8887	2253342	807	0.01250942	2253342	889	0.00858547	2253342	1189	0.011218448	2253342	2436	0.01008502	2253342	511	0.0059161014	2253342	4422	0.010999218	2253342	598	0.010179102	2253342	1225	0.011434572	2253342	717	0.010598924	2253342	995	0.011516228	2253342	4867	0.015051422	2253342	2602	0.010091233	2253342	1727	0.0134600075	2253342	2602	0.016158666	2253342	160162	0.9641026	2253342	2561	0.016862953	2253342	847	0.012076729	2253342	1995	0.015116658	2253342	687	0.0061881416	2253342	891	0.007953076	2253342	818	0.0093967095	2253342	481	0.0061579645	2253342	2731	0.0135248	2253342	14472	0.09897965	2253342	1868	0.008105738	2253342	1901	0.011431465	2253342	2881	0.014443879	2253342	75	0.001459166	2253342	2379	0.008661801	2253342	1432	0.011076881	2253342	174271	0.9739378	2253342	584	0.010116085	2253342	5234	0.033673983	2253342	1544	0.01231371	2253342	1450	0.00794775	2253342	751	0.011875694	2253342	1508	0.011664009	2253342	49	0.0010730728	2253342	3642	0.014581453	2253342	701	0.010708095	2253342	877	0.007644645	2253342	7824	0.019376554	2253342	1717	0.012178356	2253342	2602	0.015732188	2253342	723	0.006084296	2253342	1729	0.009851589	2253342	3791	0.031091597	2253342	1497	0.0140355965	2253342	1468	0.010807946	2253342	229293	0.98581	2253342
EHA04823_bin.84	23	0.0008948481	1510871	333	0.0043365713	1510871	12	0.00061421527	1510871	414	0.017959177	1510871	401	0.011867989	1510871	1012	0.022733906	1510871	329	0.016227065	1510871	22	0.0007227619	1510871	53	0.003392083	1510871	118	0.004353118	1510871	98	0.002405235	1510871	35	0.002227192	1510871	587	0.008714179	1510871	9	0.00055067573	1510871	274	0.010078292	1510871	11	0.0006420138	1510871	50	0.0018532356	1510871	1469	0.035232656	1510871	1508	0.0039023848	1510871	80	0.0029009758	1510871	377	0.015734633	1510871	10647	0.39433414	1510871	4266	0.061155453	1510871	19	0.00066385546	1510871	724	0.03542923	1510871	127	0.005626556	1510871	194	0.0056179515	1510871	81	0.0048898947	1510871	15	0.0004593377	1510871	96	0.00404932	1510871	34491	0.7907545	1510871	179	0.0053896066	1510871	168	0.006230181	1510871	48	0.0019657535	1510871	12	0.0006962871	1510871	168	0.0081740925	1510871	67	0.003632342	1510871	22082	0.63253117	1510871	11	0.00042094925	1510871	3471	0.14757249	1510871	126	0.005011017	1510871	2229	0.004001003	1510871	10	0.0004633089	1510871	610	0.02387828	1510871	21	0.0012237974	1510871	465	0.010249717	1510871	11	0.00046860386	1510871	1009	0.03066708	1510871	4451	0.1720789	1510871	128	0.0032411767	1510871	5741	0.20723741	1510871	71	0.0031174072	1510871	141	0.007624079	1510871	843	0.033584602	1510871	39	0.0019306744	1510871	200	0.007020454	1510871	89756	0.9719248	1510871
EHA04823_bin.85	19	0.0007516555	1532617	19	0.0012964753	1532617	993	0.062360656	1532617	12615	0.46556315	1532617	69	0.0019757056	1532617	104	0.0026027376	1532617	29988	0.8007271	1532617	2112	0.12315275	1532617	5	0.00048740162	1532617	16	0.0003862674	1532617	43	0.0020611803	1532617	20	0.0007516555	1532617	112	0.0023247816	1532617	1091	0.06972714	1532617	37	0.00091934256	1532617	1754	0.10950029	1532617	24	0.00071968406	1532617	84	0.0022458318	1532617	92	0.0013088724	1532617	100	0.001950259	1532617	26	0.0011933836	1532617	11324	0.46143818	1532617	150	0.0030509906	1532617	1986	0.11505223	1532617	163	0.0027932615	1532617	9	0.0005141532	1532617	54	0.00095457636	1532617	24	0.0005343801	1532617	6	0.00029948773	1532617	31	0.0016690406	1532617	32506	0.79448026	1532617	31	0.0013839074	1532617	33	0.0010583205	1532617	65	0.0016462038	1532617	0	0	1532617	129	0.0022497466	1532617	54	0.0010628878	1532617	15124	0.53138715	1532617	1202	0.07604901	1532617	16012	0.5629456	1532617	68	0.0013643331	1532617	57	0.0013336665	1532617	1639	0.10342571	1532617	14	0.0007151167	1532617	0	0	1532617	191	0.0029361544	1532617	1654	0.10520893	1532617	112	0.0025440145	1532617	256	0.0023991643	1532617	101	0.0022060305	1532617	89	0.0011940361	1532617	17	0.0004599975	1532617	30	0.0012671137	1532617	16637	0.55036384	1532617	33	0.000735996	1532617	10	0.0005030611	1532617	4232	0.1924884	1532617
EHA04823_bin.86	14	0.0003319355	1298445	64	0.00075012806	1298445	2163	0.15809603	1298445	7387	0.36105725	1298445	87	0.0021494941	1298445	99	0.0013647093	1298445	8103	0.41077673	1298445	2168	0.15522568	1298445	18	0.00061843207	1298445	27	0.00063460524	1298445	78	0.0009842543	1298445	46	0.0006815845	1298445	160	0.0010913054	1298445	1681	0.1275441	1298445	44	0.0006299843	1298445	1925	0.14319512	1298445	40	0.00040201933	1298445	131	0.001094386	1298445	89	0.0015256711	1298445	123	0.0012692105	1298445	7	0.00035812068	1298445	6019	0.3283651	1298445	123	0.0026223676	1298445	1990	0.1437658	1298445	86	0.0016180894	1298445	20	0.00030729064	1298445	40	0.0009742423	1298445	4	0.00029958913	1298445	12	0.00045284937	1298445	75	0.00035504007	1298445	26104	0.8057407	1298445	144	0.0008995375	1298445	61	0.00091648084	1298445	131	0.0021302404	1298445	0	0	1298445	93	0.0011837236	1298445	41	0.00093188393	1298445	18876	0.68491	1298445	1671	0.12781596	1298445	6076	0.31909013	1298445	79	0.001211449	1298445	97	0.0008240626	1298445	2191	0.16315515	1298445	50	0.0003881566	1298445	5	0.00027648456	1298445	160	0.001809087	1298445	1401	0.106344126	1298445	161	0.00093573466	1298445	514	0.0029758674	1298445	72	0.0010312335	1298445	57	0.0013839632	1298445	27	0.00033655643	1298445	25	0.0005005988	1298445	7752	0.36657155	1298445	45	0.00075705943	1298445	67	0.00067927403	1298445	5294	0.28803608	1298445
EHA04823_bin.87	49	0.001890716	1848506	30	0.0014990484	1848506	154	0.005034336	1848506	19661	0.53724736	1848506	620	0.00780414	1848506	854	0.007996728	1848506	3862	0.11617923	1848506	167	0.004745454	1848506	167	0.0042466726	1848506	231	0.0052826446	1848506	236	0.005144154	1848506	101	0.0031425378	1848506	2101	0.00763806	1848506	154	0.0046156193	1848506	234	0.0039323648	1848506	160	0.004858518	1848506	173	0.004489572	1848506	2026	0.0075893723	1848506	394	0.0062461253	1848506	726	0.006423025	1848506	77	0.0027892794	1848506	82574	0.9268929	1848506	521	0.007871222	1848506	173	0.0048228134	1848506	345	0.0054763146	1848506	173	0.004332688	1848506	131	0.0029277697	1848506	92	0.0035758608	1848506	59	0.0018398642	1848506	238	0.005368119	1848506	1040	0.024459211	1848506	56	0.0024820045	1848506	344	0.0055704443	1848506	193	0.0046643075	1848506	3	0.00016229322	1848506	567	0.0062915673	1848506	600	0.0065934327	1848506	156696	0.9900644	1848506	123	0.00424505	1848506	1301	0.019133288	1848506	426	0.00608275	1848506	398	0.0060519143	1848506	153	0.0051354985	1848506	135	0.004407343	1848506	8	0.0002899639	1848506	1377	0.008679982	1848506	138	0.004530145	1848506	160	0.004790896	1848506	6579	0.009239894	1848506	849	0.007177688	1848506	143	0.0035060747	1848506	123	0.003066801	1848506	138	0.0044863257	1848506	2711	0.07388453	1848506	246	0.0055937064	1848506	212	0.005031631	1848506	97798	0.9630188	1848506
EHA04823_bin.88	24	0.0009509311	2063241	8	0.00023022032	2063241	52	0.0030369696	2063241	26541	0.5956832	2063241	505	0.018874673	2063241	256	0.009900443	2063241	13877	0.44007462	2063241	65	0.0035342453	2063241	912	0.040621042	2063241	380	0.016302507	2063241	221	0.0102149965	2063241	551	0.02666436	2063241	1617	0.05593239	2063241	80	0.004075627	2063241	333	0.009212205	2063241	122	0.0060225637	2063241	1414	0.0579181	2063241	6044	0.18651578	2063241	3129	0.107353434	2063241	554	0.024315627	2063241	644	0.031963788	2063241	3	0.00018563028	2063241	135	0.0060787858	2063241	239	0.010332288	2063241	3	0.00014637166	2063241	83	0.0037513794	2063241	2	0.000030534484	2063241	2	0.0000775479	2063241	2	0.00004798276	2063241	33	0.0019493602	2063241	64989	0.9131498	2063241	58	0.0024403355	2063241	1346	0.055251908	2063241	5	0.00018223756	2063241	2	0.000096450196	2063241	15	0.00023022032	2063241	1	0.00007270115	2063241	15137	0.43133062	2063241	45	0.0025871918	2063241	3	0.00018320691	2063241	25	0.00034072608	2063241	627	0.024030155	2063241	341	0.015915737	2063241	998	0.045248713	2063241	50	0.0017055691	2063241	574	0.01855915	2063241	56	0.0026487454	2063241	10	0.00016430461	2063241	59	0.0005956648	2063241	425	0.017668318	2063241	1394	0.051564988	2063241	387	0.014789353	2063241	1372	0.059843227	2063241	27098	0.5969579	2063241	9	0.00020550193	2063241	1446	0.061791133	2063241	4393	0.15565656	2063241
EHA04823_bin.89	79	0.0029025013	1516623	184	0.0069865747	1516623	157	0.003903409	1516623	29417	0.74235654	1516623	1030	0.015435609	1516623	815	0.01566177	1516623	54259	0.9200144	1516623	184	0.0044908985	1516623	100	0.004176384	1516623	422	0.010871522	1516623	558	0.016044198	1516623	113	0.0047480487	1516623	1145	0.012418379	1516623	161	0.0035526298	1516623	372	0.007324167	1516623	190	0.004794204	1516623	603	0.013909851	1516623	1386	0.020194868	1516623	1435	0.024658073	1516623	390	0.0101772165	1516623	320	0.011226257	1516623	756	0.017825788	1516623	1347	0.025554143	1516623	199	0.005340813	1516623	570	0.010566898	1516623	139	0.0058458825	1516623	174	0.003973301	1516623	154	0.004821897	1516623	136	0.0044796895	1516623	781	0.017645782	1516623	588	0.014056229	1516623	223	0.0036963702	1516623	301	0.008277601	1516623	537	0.010849763	1516623	41	0.00095013727	1516623	1044	0.010872841	1516623	264	0.005648734	1516623	240759	0.98603475	1516623	137	0.004060337	1516623	119952	0.96044105	1516623	536	0.01132582	1516623	374	0.010486456	1516623	178	0.006010063	1516623	323	0.010155457	1516623	18	0.0007826599	1516623	2121	0.024920497	1516623	105	0.0030370106	1516623	302	0.0049808025	1516623	6511	0.045351416	1516623	466	0.009891713	1516623	2202	0.026952645	1516623	78	0.002570184	1516623	382	0.011720118	1516623	177469	0.9757026	1516623	538	0.013407419	1516623	291	0.008235402	1516623	124003	0.96633774	1516623
EHA04823_bin.8	20	0.00052417634	1564359	62	0.0016722505	1564359	31	0.0012311751	1564359	1465	0.03398197	1564359	432	0.009668496	1564359	337	0.008025652	1564359	3530	0.123517044	1564359	22	0.0009812326	1564359	77	0.0020008194	1564359	168	0.0057084085	1564359	406	0.01146476	1564359	146	0.0019241108	1564359	656	0.006400705	1564359	27	0.001137207	1564359	168	0.0016345353	1564359	38	0.0015022127	1564359	191	0.0065745777	1564359	1051	0.007506589	1564359	354	0.007838354	1564359	414	0.00947289	1564359	696	0.0137474835	1564359	43017	0.8807921	1564359	283	0.008528733	1564359	52	0.0014638584	1564359	204	0.0022526798	1564359	199	0.008221898	1564359	85	0.0010611375	1564359	59	0.0016479593	1564359	75	0.0019349778	1564359	471	0.012685068	1564359	53267	0.91850847	1564359	87	0.0011998524	1564359	166	0.002872103	1564359	371	0.0036564497	1564359	8	0.00024546796	1564359	104	0.0025294705	1564359	132	0.0033202097	1564359	12578	0.4468092	1564359	18	0.00097164395	1564359	10455	0.3955	1564359	213	0.0023479266	1564359	162	0.003914702	1564359	33	0.0016287821	1564359	141	0.0040029176	1564359	8	0.00028765775	1564359	768	0.0078076706	1564359	22	0.0010560236	1564359	297	0.0073908865	1564359	3159	0.025831027	1564359	557	0.01276753	1564359	4363	0.03366043	1564359	78	0.0014408458	1564359	146	0.0043014423	1564359	753	0.016889986	1564359	206	0.007548779	1564359	198	0.005021226	1564359	23854	0.7003309	1564359
EHA04823_bin.91	0	0	1361710	0	0	1361710	0	0	1361710	12277	0.4764054	1361710	3	0.00011088998	1361710	2	0.00021957686	1361710	8078	0.37777868	1361710	0	0	1361710	0	0	1361710	0	0	1361710	0	0	1361710	0	0	1361710	9	0.00019313951	1361710	0	0	1361710	0	0	1361710	0	0	1361710	0	0	1361710	19	0.00066974614	1361710	2	0.000044062246	1361710	27	0.00070719904	1361710	0	0	1361710	0	0	1361710	33	0.0007343707	1361710	0	0	1361710	7	0.00032312312	1361710	1	0.00011088998	1361710	7	0.00020929567	1361710	0	0	1361710	0	0	1361710	0	0	1361710	5	0.00026804532	1361710	5	0.00040757578	1361710	4	0.00022251434	1361710	4	0.00019681136	1361710	1	0.00011088998	1361710	131	0.0050737676	1361710	0	0	1361710	14819	0.53330445	1361710	0	0	1361710	101136	0.96197575	1361710	3	0.00016009282	1361710	0	0	1361710	0	0	1361710	0	0	1361710	0	0	1361710	0	0	1361710	0	0	1361710	0	0	1361710	132	0.004684551	1361710	27	0.0008467295	1361710	2	0.00017624898	1361710	0	0	1361710	2	0.00021957686	1361710	2	0.00012631177	1361710	0	0	1361710	0	0	1361710	0	0	1361710
EHA04823_bin.93	696	0.020018058	1722245	992	0.03632352	1722245	647	0.022139126	1722245	15625	0.44930366	1722245	2769	0.07782575	1722245	5006	0.11021603	1722245	28358	0.7062764	1722245	708	0.025717014	1722245	438	0.010391669	1722245	1240	0.01662307	1722245	2946	0.10271884	1722245	879	0.030211149	1722245	26326	0.32181948	1722245	621	0.021892356	1722245	2054	0.05351968	1722245	659	0.025042895	1722245	925	0.023889167	1722245	15848	0.2775273	1722245	6182	0.13404888	1722245	1554	0.041702546	1722245	5944	0.031179072	1722245	3887	0.17133276	1722245	4375	0.09875192	1722245	904	0.035771914	1722245	3998	0.0995532	1722245	1463	0.030769723	1722245	2567	0.057196274	1722245	825	0.035008956	1722245	437	0.013529434	1722245	2752	0.11043667	1722245	18098	0.53974664	1722245	2118	0.07494346	1722245	4044	0.07063861	1722245	2698	0.06922418	1722245	224	0.0036440808	1722245	7333	0.1687826	1722245	2738	0.09527042	1722245	18433	0.5458602	1722245	645	0.025278633	1722245	8355	0.32196406	1722245	6858	0.15187734	1722245	2306	0.05719918	1722245	623	0.027195318	1722245	2381	0.09133311	1722245	195	0.0045243273	1722245	9750	0.18870486	1722245	552	0.023600591	1722245	2535	0.07146196	1722245	17574	0.2878824	1722245	2505	0.054435346	1722245	5945	0.15918408	1722245	1890	0.05741634	1722245	986	0.040280566	1722245	11697	0.39248016	1722245	1289	0.042888205	1722245	3867	0.1175518	1722245	4134	0.16092251	1722245
EHA04823_bin.94	33	0.0022867771	1748312	111	0.00598177	1748312	145	0.007948238	1748312	7959	0.29068497	1748312	645	0.01877468	1748312	189	0.008443573	1748312	62	0.002235299	1748312	112	0.006761379	1748312	87	0.0041931877	1748312	66	0.0024131848	1748312	181	0.006902658	1748312	58	0.0031167206	1748312	973	0.02087099	1748312	85	0.0051346673	1748312	170	0.004230366	1748312	97	0.0058742375	1748312	407	0.016924325	1748312	812	0.023428885	1748312	245	0.009665895	1748312	121	0.0036326468	1748312	271	0.009126518	1748312	20113	0.6323494	1748312	302	0.0115070995	1748312	197	0.009496016	1748312	184	0.008278843	1748312	121	0.006005221	1748312	56	0.0021409222	1748312	42	0.0017582674	1748312	44	0.0017960181	1748312	360	0.015273018	1748312	8143	0.30884075	1748312	87	0.0041039586	1748312	164	0.008509351	1748312	122	0.0039329366	1748312	14	0.0007716014	1748312	104	0.0044254116	1748312	241	0.010497554	1748312	13261	0.44204524	1748312	105	0.0063146623	1748312	42721	0.8593403	1748312	90	0.003075538	1748312	89	0.0031487516	1748312	120	0.0067779664	1748312	172	0.0064490777	1748312	6	0.00010124051	1748312	875	0.022843748	1748312	81	0.004962501	1748312	155	0.0056168465	1748312	1282	0.028523512	1748312	140	0.0038671587	1748312	541	0.018372579	1748312	50	0.0016095525	1748312	188	0.0070399335	1748312	2306	0.09397979	1748312	200	0.010160086	1748312	184	0.0086197425	1748312	12696	0.4565787	1748312
