genome,location,length
EHA04815_bin.40.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.40.fa.gz,1245979
EHA04815_bin.41.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.41.fa.gz,1871995
EHA04815_bin.42.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.42.fa.gz,1536713
EHA04815_bin.44.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.44.fa.gz,2187751
EHA04815_bin.45.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.45.fa.gz,1499872
EHA04815_bin.46.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.46.fa.gz,2816691
EHA04815_bin.48.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.48.fa.gz,1840014
EHA04815_bin.4.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.4.fa.gz,2184581
EHA04815_bin.51.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.51.fa.gz,1781109
EHA04815_bin.52.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.52.fa.gz,1431130
EHA04815_bin.53.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.53.fa.gz,1600032
EHA04815_bin.55.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.55.fa.gz,2406440
EHA04815_bin.56.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.56.fa.gz,1743562
EHA04815_bin.57.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.57.fa.gz,1342680
EHA04815_bin.58.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.58.fa.gz,1729739
EHA04815_bin.59.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.59.fa.gz,2926885
EHA04815_bin.5.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.5.fa.gz,1991842
EHA04815_bin.61.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.61.fa.gz,1695278
EHA04815_bin.64.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.64.fa.gz,2204659
EHA04815_bin.65.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.65.fa.gz,1533082
EHA04815_bin.66.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.66.fa.gz,1582238
EHA04815_bin.68.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.68.fa.gz,1915905
EHA04815_bin.70.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.70.fa.gz,2051016
EHA04815_bin.71.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.71.fa.gz,879439
EHA04815_bin.72.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.72.fa.gz,2126768
EHA04815_bin.74.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.74.fa.gz,2118644
EHA04815_bin.76.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.76.fa.gz,1581750
EHA04815_bin.77.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.77.fa.gz,1681288
EHA04815_bin.78.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.78.fa.gz,1371855
EHA04815_bin.79.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.79.fa.gz,1631356
EHA04815_bin.7.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.7.fa.gz,1713785
EHA04815_bin.80.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.80.fa.gz,1588165
EHA04815_bin.82.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.82.fa.gz,1580160
EHA04815_bin.83.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.83.fa.gz,2449040
EHA04815_bin.85.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.85.fa.gz,1257731
EHA04815_bin.88.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.88.fa.gz,2029030
EHA04815_bin.89.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.89.fa.gz,1695102
EHA04815_bin.90.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.90.fa.gz,783917
EHA04815_bin.91.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.91.fa.gz,1333694
EHA04815_bin.92.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.92.fa.gz,2312178
EHA04815_bin.93.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.93.fa.gz,1925841
EHA04815_bin.94.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.94.fa.gz,1052667
EHA04815_bin.96.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.96.fa.gz,1579733
EHA04815_bin.97.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.97.fa.gz,1820310
EHA04815_bin.9.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.9.fa.gz,2525482
EHA04823_bin.100.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.100.fa.gz,2490491
EHA04823_bin.101.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.101.fa.gz,2006627
EHA04823_bin.102.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.102.fa.gz,1938724
EHA04823_bin.103.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.103.fa.gz,2519195
EHA04823_bin.104.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.104.fa.gz,1954575
EHA04823_bin.106.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.106.fa.gz,1949901
EHA04823_bin.107.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.107.fa.gz,2426789
EHA04823_bin.109.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.109.fa.gz,1550222
EHA04823_bin.110.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.110.fa.gz,2124128
EHA04823_bin.111.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.111.fa.gz,2277256
EHA04823_bin.112.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.112.fa.gz,1849594
EHA04823_bin.113.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.113.fa.gz,795957
EHA04823_bin.114.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.114.fa.gz,2948444
EHA04823_bin.115.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.115.fa.gz,1465566
EHA04823_bin.116.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.116.fa.gz,1978539
EHA04823_bin.117.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.117.fa.gz,1687462
EHA04823_bin.118.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.118.fa.gz,2188031
EHA04823_bin.119.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.119.fa.gz,1876451
EHA04823_bin.120.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.120.fa.gz,2190203
EHA04823_bin.121.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.121.fa.gz,2335228
EHA04823_bin.122.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.122.fa.gz,2195132
EHA04823_bin.123.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.123.fa.gz,1195216
EHA04823_bin.125.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.125.fa.gz,1694685
EHA04823_bin.126.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.126.fa.gz,3451430
EHA04823_bin.127.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.127.fa.gz,2781761
EHA04823_bin.128.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.128.fa.gz,1889995
EHA04823_bin.130.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.130.fa.gz,2137092
EHA04823_bin.131.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.131.fa.gz,1329951
EHA04823_bin.132.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.132.fa.gz,1221858
EHA04823_bin.133.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.133.fa.gz,1304152
EHA04823_bin.135.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.135.fa.gz,1647750
EHA04823_bin.136.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.136.fa.gz,1528997
EHA04823_bin.138.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.138.fa.gz,1920874
EHA04823_bin.13.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.13.fa.gz,1646902
EHA04823_bin.140.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.140.fa.gz,2379832
EHA04823_bin.141.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.141.fa.gz,1841785
EHA04823_bin.142.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.142.fa.gz,2315170
EHA04823_bin.144.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.144.fa.gz,2159683
EHA04823_bin.145.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.145.fa.gz,1392470
EHA04823_bin.146.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.146.fa.gz,1968605
EHA04823_bin.148.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.148.fa.gz,2465647
EHA04823_bin.149.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.149.fa.gz,2695679
EHA04823_bin.150.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.150.fa.gz,1791010
EHA04823_bin.151.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.151.fa.gz,1146461
EHA04823_bin.152.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.152.fa.gz,2293744
EHA04823_bin.153.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.153.fa.gz,2170413
EHA04823_bin.154.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.154.fa.gz,1823510
EHA04823_bin.155.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.155.fa.gz,2932940
EHA04823_bin.156.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.156.fa.gz,1945585
EHA04823_bin.158.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.158.fa.gz,1573833
EHA04823_bin.159.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.159.fa.gz,1849606
EHA04823_bin.15.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.15.fa.gz,1489027
EHA04823_bin.160.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.160.fa.gz,2475105
EHA04823_bin.162.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.162.fa.gz,1625552
EHA04823_bin.163.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.163.fa.gz,1387562
EHA04823_bin.164.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.164.fa.gz,2259852
EHA04823_bin.165.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.165.fa.gz,2042248
EHA04823_bin.166.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.166.fa.gz,2521102
EHA04823_bin.167.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.167.fa.gz,1445117
EHA04823_bin.168.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.168.fa.gz,838052
EHA04823_bin.169.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.169.fa.gz,853578
EHA04823_bin.170.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.170.fa.gz,2611688
EHA04823_bin.171.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.171.fa.gz,1321585
EHA04823_bin.172.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.172.fa.gz,3201459
EHA04823_bin.174.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.174.fa.gz,960597
EHA04823_bin.176.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.176.fa.gz,952807
EHA04823_bin.179.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.179.fa.gz,2002801
EHA04823_bin.17.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.17.fa.gz,2178096
EHA04823_bin.180.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.180.fa.gz,1169079
EHA04823_bin.181.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.181.fa.gz,1174253
EHA04823_bin.182.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.182.fa.gz,2332853
EHA04823_bin.183.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.183.fa.gz,2458900
EHA04823_bin.184.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.184.fa.gz,2213678
EHA04823_bin.185.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.185.fa.gz,901296
EHA04823_bin.186.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.186.fa.gz,1020199
EHA04823_bin.187.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.187.fa.gz,874867
EHA04823_bin.188.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.188.fa.gz,2458548
EHA04823_bin.189.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.189.fa.gz,878942
EHA04823_bin.18.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.18.fa.gz,1766073
EHA04823_bin.190.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.190.fa.gz,983254
EHA04823_bin.191.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.191.fa.gz,681464
EHA04823_bin.194.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.194.fa.gz,1526547
EHA04823_bin.195.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.195.fa.gz,804424
EHA04823_bin.196.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.196.fa.gz,1691366
EHA04823_bin.198.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.198.fa.gz,2089363
EHA04823_bin.199.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.199.fa.gz,1773970
EHA04823_bin.19.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.19.fa.gz,2412838
EHA04823_bin.1.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.1.fa.gz,1157306
EHA04823_bin.200.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.200.fa.gz,1546408
EHA04823_bin.201.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.201.fa.gz,1638984
EHA04823_bin.202.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.202.fa.gz,1442104
EHA04823_bin.203.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.203.fa.gz,1448135
