genome,completeness,contamination,location,length,N50,centrality
EHA04823_bin.259.fa.gz,95.53,0.53,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.259.fa.gz,1881871.0,12656.0,0.0
EHA04815_bin.24.fa.gz,95.5,0.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.24.fa.gz,1594584.0,32101.0,0.0
EHA04815_bin.115.fa.gz,95.48,1.12,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.115.fa.gz,2854413.0,76021.0,0.0
EHA04823_bin.13.fa.gz,95.47,0.22,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.13.fa.gz,1646902.0,24213.0,0.0
EHA04815_bin.12.fa.gz,95.42,0.2,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.12.fa.gz,2207861.0,25235.0,0.0
EHA04815_bin.78.fa.gz,95.42,0.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.78.fa.gz,1371855.0,3370.0,0.0
EHA04823_bin.196.fa.gz,95.34,6.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.196.fa.gz,1691366.0,3561.0,0.0
EHA04823_bin.276.fa.gz,95.31,1.55,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.276.fa.gz,1239693.0,23107.0,0.0
EHA04823_bin.40.fa.gz,95.16,0.49,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.40.fa.gz,1964457.0,8652.0,0.0
EHA04815_bin.40.fa.gz,95.12,0.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.40.fa.gz,1245979.0,3585.0,0.0
EHA04823_bin.119.fa.gz,95.0,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.119.fa.gz,1876451.0,3343.0,0.0
EHA04823_bin.20.fa.gz,94.97,1.18,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.20.fa.gz,2108652.0,50581.0,0.0
EHA04815_bin.16.fa.gz,94.94,2.85,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.16.fa.gz,2524180.0,6305.0,0.0
EHA04823_bin.130.fa.gz,94.93,0.08,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.130.fa.gz,2137092.0,14734.0,0.0
EHA04823_bin.195.fa.gz,94.91,2.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.195.fa.gz,804424.0,3384.0,0.0
EHA04815_bin.58.fa.gz,94.89,0.93,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.58.fa.gz,1729739.0,44587.0,0.0
EHA04823_bin.54.fa.gz,94.84,0.72,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.54.fa.gz,1049664.0,53900.0,0.0
EHA04823_bin.257.fa.gz,94.82,8.49,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.257.fa.gz,663599.0,5541.0,0.0
EHA04823_bin.144.fa.gz,94.78,1.5,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.144.fa.gz,2159683.0,40896.0,0.0
EHA04815_bin.182.fa.gz,94.77,0.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.182.fa.gz,1166535.0,4024.0,0.0
EHA04823_bin.17.fa.gz,94.77,2.67,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.17.fa.gz,2178096.0,8380.0,0.0
EHA04823_bin.221.fa.gz,94.76,0.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.221.fa.gz,1368641.0,15121.0,0.0
EHA04815_bin.136.fa.gz,94.7,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.136.fa.gz,1734844.0,16485.0,0.0
EHA04815_bin.150.fa.gz,94.68,0.28,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.150.fa.gz,1511664.0,68907.0,0.0
EHA04823_bin.15.fa.gz,94.62,2.81,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.15.fa.gz,1489027.0,4577.0,0.0
EHA04815_bin.178.fa.gz,94.59,0.08,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.178.fa.gz,1946065.0,35546.0,0.0
EHA04823_bin.279.fa.gz,94.59,3.49,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.279.fa.gz,2839831.0,4846.0,0.0
EHA04823_bin.48.fa.gz,94.45,0.52,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.48.fa.gz,2434792.0,30038.0,0.0
EHA04823_bin.155.fa.gz,94.38,0.1,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.155.fa.gz,2932940.0,41200.0,0.0
EHA04815_bin.134.fa.gz,94.28,0.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.134.fa.gz,1934227.0,86075.0,0.989607
EHA04815_bin.141.fa.gz,94.13,0.92,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.141.fa.gz,1191276.0,90268.0,0.0
EHA04744_bin.8.fa.gz,94.08,2.29,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04744_bin.8.fa.gz,1172471.0,2909.0,0.999518
EHA04823_bin.117.fa.gz,94.08,0.03,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.117.fa.gz,1687462.0,109894.0,0.0
EHA04823_bin.303.fa.gz,94.07,2.86,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.303.fa.gz,618020.0,2675.0,0.0
EHA04815_bin.52.fa.gz,94.03,0.41,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.52.fa.gz,1431130.0,52251.0,0.0
EHA04823_bin.180.fa.gz,93.88,0.19,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.180.fa.gz,1169079.0,4601.0,0.0
EHA04823_bin.167.fa.gz,93.74,0.43,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.167.fa.gz,1445117.0,12084.0,0.0
EHA04823_bin.251.fa.gz,93.73,1.59,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.251.fa.gz,2209285.0,19658.0,0.0
EHA04823_bin.248.fa.gz,93.71,7.38,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.248.fa.gz,1803365.0,151741.0,0.0
EHA04823_bin.76.fa.gz,93.64,0.47,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.76.fa.gz,1363771.0,3242.0,0.0
EHA04815_bin.117.fa.gz,93.63,0.83,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.117.fa.gz,2626424.0,46459.0,0.0
EHA04815_bin.156.fa.gz,93.63,0.29,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.156.fa.gz,1896138.0,75914.0,0.0
EHA04747_bin.26.fa.gz,93.6,0.51,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04747_bin.26.fa.gz,1812973.0,3078.0,0.995774
EHA04823_bin.103.fa.gz,93.44,2.17,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.103.fa.gz,2519195.0,50767.0,0.0
EHA04823_bin.200.fa.gz,93.42,1.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.200.fa.gz,1546408.0,14960.0,0.0
EHA04823_bin.142.fa.gz,93.41,0.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.142.fa.gz,2315170.0,10468.0,0.0
EHA04815_bin.72.fa.gz,93.33,2.5,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.72.fa.gz,2126768.0,149614.0,0.0
EHA04823_bin.209.fa.gz,93.08,0.29,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.209.fa.gz,745697.0,3239.0,0.0
EHA04823_bin.112.fa.gz,93.0,3.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.112.fa.gz,1849594.0,52424.0,0.0
EHA04815_bin.27.fa.gz,92.96,1.85,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.27.fa.gz,1990065.0,46398.0,0.985401
EHA04815_bin.160.fa.gz,92.95,0.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.160.fa.gz,846889.0,25022.0,0.0
EHA04823_bin.44.fa.gz,92.94,1.57,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.44.fa.gz,1980316.0,6189.0,0.0
EHA04823_bin.51.fa.gz,92.92,0.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.51.fa.gz,1608109.0,90000.0,0.0
EHA04823_bin.162.fa.gz,92.8,0.08,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.162.fa.gz,1625552.0,223316.0,0.0
EHA04747_bin.21.fa.gz,92.78,0.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04747_bin.21.fa.gz,1216534.0,3636.0,0.0
EHA04815_bin.190.fa.gz,92.75,3.51,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.190.fa.gz,913520.0,9931.0,0.0
EHA04823_bin.171.fa.gz,92.75,3.7,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.171.fa.gz,1321585.0,2666.0,0.0
EHA04815_bin.35.fa.gz,92.72,0.17,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.35.fa.gz,1328421.0,72218.0,0.0
EHA04815_bin.155.fa.gz,92.64,3.54,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.155.fa.gz,1747789.0,91360.0,0.0
EHA04815_bin.176.fa.gz,92.63,1.7,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.176.fa.gz,2655662.0,10128.0,0.0
EHA04815_bin.181.fa.gz,92.57,0.36,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.181.fa.gz,1575138.0,71261.0,0.0
EHA04823_bin.141.fa.gz,92.31,3.85,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.141.fa.gz,1841785.0,3251.0,0.0
EHA04815_bin.26.fa.gz,92.06,0.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.26.fa.gz,3138262.0,6965.0,0.0
EHA04823_bin.217.fa.gz,92.05,0.79,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.217.fa.gz,1236638.0,7187.0,0.0
EHA04815_bin.177.fa.gz,92.03,0.49,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.177.fa.gz,1839113.0,78232.0,0.0
EHA04823_bin.230.fa.gz,92.0,0.1,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.230.fa.gz,2475908.0,23872.0,0.0
EHA04823_bin.136.fa.gz,91.99,0.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.136.fa.gz,1528997.0,2725.0,0.0
EHA04823_bin.222.fa.gz,91.97,4.68,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.222.fa.gz,1931768.0,4650.0,0.0
EHA04815_bin.122.fa.gz,91.88,0.13,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.122.fa.gz,1945831.0,11950.0,0.989121
EHA04823_bin.187.fa.gz,91.86,5.91,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.187.fa.gz,874867.0,15879.0,0.0
EHA04823_bin.116.fa.gz,91.8,3.98,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.116.fa.gz,1978539.0,44178.0,0.0
EHA04815_bin.179.fa.gz,91.78,1.17,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.179.fa.gz,1985977.0,18217.0,0.0
EHA04823_bin.188.fa.gz,91.76,0.17,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.188.fa.gz,2458548.0,39578.0,0.0
EHA04743_bin.38.fa.gz,91.75,0.93,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04743_bin.38.fa.gz,2180821.0,20253.0,0.0
EHA04823_bin.268.fa.gz,91.64,4.7,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.268.fa.gz,2196824.0,22846.0,0.0
EHA04815_bin.92.fa.gz,91.56,0.49,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.92.fa.gz,2312178.0,43583.0,0.0
EHA04815_bin.65.fa.gz,91.49,0.13,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.65.fa.gz,1533082.0,3678.0,0.0
EHA04815_bin.34.fa.gz,91.44,1.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.34.fa.gz,1569114.0,10305.0,0.0
EHA04815_bin.77.fa.gz,91.37,0.18,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.77.fa.gz,1681288.0,9482.0,0.0
EHA04815_bin.64.fa.gz,91.28,4.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.64.fa.gz,2204659.0,24552.0,0.0
EHA04823_bin.114.fa.gz,91.09,3.2,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.114.fa.gz,2948444.0,5008.0,0.0
EHA04815_bin.129.fa.gz,90.93,1.36,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.129.fa.gz,1823159.0,11143.0,0.0
EHA04823_bin.64.fa.gz,90.9,5.25,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.64.fa.gz,1606489.0,6718.0,0.0
EHA04823_bin.231.fa.gz,90.87,2.82,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.231.fa.gz,2227101.0,7790.0,0.0
EHA04815_bin.68.fa.gz,90.71,5.67,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.68.fa.gz,1915905.0,79700.0,0.0
EHA04749_bin.1.fa.gz,90.69,1.03,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04749_bin.1.fa.gz,1481561.0,5164.0,0.0
EHA04815_bin.14.fa.gz,90.49,3.13,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.14.fa.gz,2121071.0,13174.0,0.0
EHA04823_bin.277.fa.gz,90.49,0.54,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.277.fa.gz,983566.0,13607.0,0.0
EHA04823_bin.236.fa.gz,90.4,2.22,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.236.fa.gz,1582749.0,2696.0,0.0
EHA04823_bin.66.fa.gz,90.32,0.68,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.66.fa.gz,2169768.0,3491.0,0.0
EHA04823_bin.87.fa.gz,90.25,0.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.87.fa.gz,1848506.0,30123.0,0.0
EHA04815_bin.154.fa.gz,90.12,0.9,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.154.fa.gz,1009378.0,23154.0,0.0
EHA04748_bin.40.fa.gz,90.1,0.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04748_bin.40.fa.gz,2163852.0,45170.0,0.0
EHA04823_bin.166.fa.gz,90.06,0.58,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.166.fa.gz,2521102.0,55982.0,0.0
EHA04823_bin.38.fa.gz,90.0,2.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.38.fa.gz,1795655.0,29306.0,0.0
EHA04823_bin.75.fa.gz,89.86,2.86,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.75.fa.gz,2197557.0,125871.0,0.0
EHA04815_bin.66.fa.gz,89.8,1.56,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.66.fa.gz,1582238.0,8111.0,0.0
EHA04815_bin.7.fa.gz,89.8,3.98,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.7.fa.gz,1713785.0,5010.0,0.0
EHA04823_bin.255.fa.gz,89.7,0.36,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.255.fa.gz,1412091.0,50280.0,0.0
EHA04823_bin.43.fa.gz,89.31,1.63,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.43.fa.gz,2547545.0,26895.0,0.0
EHA04823_bin.242.fa.gz,89.16,0.03,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.242.fa.gz,1117921.0,32002.0,0.0
EHA04823_bin.184.fa.gz,89.07,1.22,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.184.fa.gz,2213678.0,19578.0,0.0
EHA04823_bin.232.fa.gz,89.03,0.08,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.232.fa.gz,2190743.0,3518.0,0.0
EHA04815_bin.123.fa.gz,88.93,1.91,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.123.fa.gz,2128205.0,30089.0,0.0
EHA04815_bin.23.fa.gz,88.71,0.61,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.23.fa.gz,1520385.0,4651.0,0.0
EHA04823_bin.170.fa.gz,88.66,2.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.170.fa.gz,2611688.0,27572.0,0.0
EHA04823_bin.36.fa.gz,88.65,2.46,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.36.fa.gz,2325916.0,36934.0,0.0
EHA04823_bin.273.fa.gz,88.53,5.3,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.273.fa.gz,1947046.0,32164.0,0.0
EHA04823_bin.96.fa.gz,88.32,2.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.96.fa.gz,2767541.0,25131.0,0.0
EHA04823_bin.4.fa.gz,88.25,0.36,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.4.fa.gz,1981096.0,31497.0,0.0
EHA04823_bin.176.fa.gz,88.16,1.09,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.176.fa.gz,952807.0,5047.0,0.0
EHA04823_bin.69.fa.gz,88.09,2.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.69.fa.gz,1493647.0,11888.0,0.0
EHA04823_bin.181.fa.gz,88.01,1.55,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.181.fa.gz,1174253.0,11799.0,0.0
EHA04823_bin.148.fa.gz,87.94,2.54,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.148.fa.gz,2465647.0,34943.0,0.0
EHA04815_bin.91.fa.gz,87.9,2.72,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.91.fa.gz,1333694.0,3688.0,0.0
EHA04823_bin.247.fa.gz,87.84,2.85,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.247.fa.gz,1957238.0,3367.0,0.0
EHA04815_bin.42.fa.gz,87.62,1.13,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.42.fa.gz,1536713.0,6804.0,0.0
EHA04823_bin.211.fa.gz,87.61,5.2,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.211.fa.gz,2236598.0,41657.0,0.0
EHA04823_bin.198.fa.gz,87.48,7.64,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.198.fa.gz,2089363.0,12416.0,0.0
EHA04823_bin.86.fa.gz,87.37,2.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.86.fa.gz,1298445.0,3207.0,0.0
EHA04823_bin.41.fa.gz,87.33,4.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.41.fa.gz,2324436.0,114375.0,0.0
EHA04823_bin.270.fa.gz,87.21,0.55,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.270.fa.gz,1776253.0,6128.0,0.0
EHA04823_bin.220.fa.gz,87.2,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.220.fa.gz,1205286.0,32186.0,0.0
EHA04823_bin.194.fa.gz,87.18,2.36,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.194.fa.gz,1526547.0,57652.0,0.0
EHA04747_bin.49.fa.gz,87.12,9.74,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04747_bin.49.fa.gz,835202.0,7381.0,0.0
EHA04823_bin.299.fa.gz,87.11,6.61,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.299.fa.gz,1429666.0,2842.0,0.0
EHA04750_bin.40.fa.gz,87.08,0.18,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04750_bin.40.fa.gz,991924.0,10893.0,0.0
EHA04823_bin.68.fa.gz,87.03,0.91,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.68.fa.gz,927353.0,3037.0,0.0
EHA04823_bin.179.fa.gz,86.97,0.19,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.179.fa.gz,2002801.0,31600.0,0.0
EHA04823_bin.127.fa.gz,86.86,2.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.127.fa.gz,2781761.0,61731.0,0.0
EHA04823_bin.70.fa.gz,86.85,3.87,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.70.fa.gz,1783192.0,120766.0,0.0
EHA04815_bin.13.fa.gz,86.69,1.97,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.13.fa.gz,1883861.0,5932.0,0.0
EHA04815_bin.46.fa.gz,86.67,0.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.46.fa.gz,2816691.0,95584.0,0.0
EHA04823_bin.9.fa.gz,86.64,1.33,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.9.fa.gz,3230827.0,6462.0,0.0
EHA04823_bin.45.fa.gz,86.45,0.31,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.45.fa.gz,1571985.0,115346.0,0.0
EHA04823_bin.79.fa.gz,86.43,4.45,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.79.fa.gz,2157427.0,51739.0,0.0
EHA04815_bin.44.fa.gz,86.37,2.69,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.44.fa.gz,2187751.0,11486.0,0.0
EHA04823_bin.106.fa.gz,86.18,5.89,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.106.fa.gz,1949901.0,16572.0,0.0
EHA04823_bin.62.fa.gz,86.18,3.18,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.62.fa.gz,1768974.0,4996.0,0.0
EHA04823_bin.182.fa.gz,86.15,2.75,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.182.fa.gz,2332853.0,10385.0,0.0
EHA04815_bin.169.fa.gz,86.13,3.45,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.169.fa.gz,1413826.0,14230.0,0.0
EHA04815_bin.61.fa.gz,86.08,0.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.61.fa.gz,1695278.0,58627.0,0.0
EHA04823_bin.272.fa.gz,85.85,2.46,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.272.fa.gz,1883837.0,76894.0,0.0
EHA04823_bin.281.fa.gz,85.76,6.47,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.281.fa.gz,760805.0,8542.0,0.0
EHA04823_bin.22.fa.gz,85.49,2.42,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.22.fa.gz,1012465.0,165151.0,0.0
EHA04815_bin.167.fa.gz,85.3,0.06,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.167.fa.gz,1514805.0,17934.0,0.0
EHA04823_bin.240.fa.gz,85.19,0.1,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.240.fa.gz,2042271.0,13964.0,0.0
EHA04815_bin.48.fa.gz,85.12,1.78,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.48.fa.gz,1840014.0,5680.0,0.0
EHA04823_bin.67.fa.gz,85.09,4.4,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.67.fa.gz,3186363.0,79642.0,0.0
EHA04823_bin.56.fa.gz,84.97,3.73,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.56.fa.gz,1052943.0,4575.0,0.0
EHA04823_bin.174.fa.gz,84.95,5.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.174.fa.gz,960597.0,14174.0,0.0
EHA04823_bin.107.fa.gz,84.79,0.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.107.fa.gz,2426789.0,37678.0,0.0
EHA04815_bin.94.fa.gz,84.7,0.46,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.94.fa.gz,1052667.0,3110.0,0.0
EHA04815_bin.164.fa.gz,84.63,0.09,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.164.fa.gz,1810889.0,34334.0,0.0
EHA04750_bin.38.fa.gz,84.54,1.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04750_bin.38.fa.gz,1612884.0,3372.0,0.0
EHA04750_bin.41.fa.gz,84.53,0.38,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04750_bin.41.fa.gz,1896649.0,9409.0,0.0
EHA04823_bin.154.fa.gz,84.49,0.85,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.154.fa.gz,1823510.0,4053.0,0.984181
EHA04823_bin.2.fa.gz,84.42,7.27,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.2.fa.gz,2464943.0,28947.0,0.0
